query,label
情人节 快乐 ， 我 有 大力 娃娃,我
我 不管 静静 也 想 你,我
我 那 好 吧,我
小声 一 点,你
对 不 能 胡说 啊 他们 傻逼 。,其他
鱼香 茄子 的 菜里 有用 到 猪肉 吗,无
期待 你 下次 回来 awaysloveyou,我
你们 所 说,你
睡 了 ， 困 了 ， 打呼噜 了 ！ 你们 有 本事,你
都 没 看 ， 我 编写 的 一 部 技能 重点 ， 还 可以 是 练体 之 术 。,你
你 几 时 生日,你
你 真 是 个 可爱 的 ， 善解人意 的 好人 ， 啊 ！,你
马蜂 自己 都 叫 你 金撕 女神 呢,其他
下次 见 你 肯定 更 美 啦,你
哎呀 ， 太 吵 了 ， 太 吵 了 ， 你 去 你 去 练功 。,你
过来 ， 快 过来 ， 快快 ， 我 是 你 说 。,你
你 心 柔软 ， 却 有 力量 ！ 么么哒,你
想 给 你 买 双 高跟鞋,我
忘 了 上班 。,我
这 套 衣服 你 先 去 试穿 一下,你
嗯 ， 你 有 几 根 逼毛 啊 ？,你
华晨宇 有 哪些 代表作,其他
我 妈妈 现在 在 打 手机 呀 。,其他
620 叫 我 起床 。,你
我 给 你 买 一 台 新 手机 吧,我
我 叫 李晨 。,我
天 你 我 都 爱 臭美,我
你 奔放 。,你
你 一定 要 健健康康 的 长大,你
我 离 你 那么 近 那么 近 那么 近,我
播放 火星 新闻,你
好 想 对 你 告白 ， 深情 地 去 告白,我
今天 是 你 过 生日 吗 ？,你
你 的 身体 玩 给 我们 的,你
我们 的 阳阳 好看 吗,双方
小 可爱 免免 你们 夫妇 好 火 哦,其他
炒菜 都 太 咸 了 。,无
北京 未来 的 天气 怎么样 ?,无
你 太 吵 啦 ！,你
求 你 了 好 吧 ， 你 还 在 学校 吃 早饭 ， 这 都 7点 了 。,我
打气 精神 ， 你 有 美好 的 未来,你
我 说 的 是 真理 啊 ， 你 却 不 信 ， 气死 了 ， 气死 了,我
挡 不 住 的 好 心情 ， 你 是否 懂,你
刚 听 了 你 的 歌 ， 难以 入睡 啊,我
想 你 了 ， 想 你 啦 ！,我
打开 普通 灯,你
这 节目 里 我 最 最 最 喜欢 你 了,我
嗯 和风 拂 面 难得 这般 悠闲 人生 很 美好 啊 哈哈,无
我 要 听 钢琴 。,我
我们 经常 会 这样 竞争 工具 那么 究竟 是 谁 啦,双方
你们 谁 要 我 酒,其他
错 了 错 了 。,无
继续 训练 吧 老婆 。,你
来 背 首 诗 吧,你
我 本人 就 叫 吉冈 毅志,我
护士 十 分钟 叫 我 。,其他
珍惜 目前 拥有 的 你,我
座 下去,无
妈妈 还 想 我 。,其他
你 能 不能不 说话 啦 ？,你
唱歌 太 差 。,你
蓝 后 你 不 能 告诉 我 该 怎么 面对 吗,你
关闭 影音 投影,你
你 吃 的 可能 是 氨 水 洗 过 的 核桃,你
我 好 无聊 哎 。,我
年后 你 还 会 回来,你
咱 的 歌 不好 听 。,我
阿卡 ， 秋莎 ， 找 你 玩儿 来 啦 ！,其他
你 才 无理取闹 呢 ， 哼,你
其实 我 也 想 早点 见到 你,我
你 自己 唱 了 ， 妈妈 出门 了 。,你
你 是 我 一生 不 能 忘却 的 人,你
结束 锻炼 。,你
通常 刚才 我们 欣赏 到 的 是,双方
今天 很 话唠 哦,你
不 漂亮 啊 ， 谢谢 你 ， 呵呵,我
今天 是 我们 在 同事 的 生日,其他
刘嘉玲 的 星座 是 哪 一个,其他
赵丽颖 演 过 什么 电影,其他
二宝 。,其他
展示 诗词 赠 刘景文,你
听到 没 你 跟 他 过 一辈子 吃饭,你
我 上学 的 梦想 。,我
支持 你 支持 的,我
我 钟意 你,我
人家 终于 是 额济纳旗人 了,我
打开 客厅 风扇,你
真是 太 顽皮 啦 ！,你
你 说 的 没有 很 好,你
你 很 乖 。,你
马 的 潜完 之后 你 给 我 看 演 这个,你
腊八 粥 送 环卫 工人 ， 你们 辛苦 了,你
欲 穷 千 里 目 ， 更上一层楼 。,无
你 和 我 很 负 责任,双方
那 就 去 发声 练习 一 小时 。,你
帮 我 找 电业局,你
交行 ， 你 说 你 能 支持 什么 ？,无
好 了 你们 两 个 学 也 不用 说话,你
我们 处在 地球 上,双方
你们 店 里 人 多 肯定 吃 的 快,你
迷你 音乐盒,无
凭 什么 让 他 升职 啊 ！,其他
鲜花 配 美人 一定 很 养眼 ， 来 ， 插会 花 吧,无
关 上 路由器,无
老娘 过 段 时间 37 岁,我
虽然 我 没有 爱 你 十 年 那么 久,我
你 转 一下 头 。,你
我 会 想 你们 了,我
你 不 是 狗不理 ， 你 谁 都 理 ？,你
小 猴 猴 ， 爸爸 妈妈 期待 与 你 见面,其他
霍建华 又 叫 什么,其他
好 感谢 琥珀 啊,我
隐隐 ， 解解 爱 你 ， 解解 疼 你,其他
那 你 最 讨厌 的 是 谁 ？,你
你们 为什么 要 那样 写 他,你
哦 天 热 吗 ？,无
要 不 你们 先 走 为 文官学 呀,你
你 骂 我 一 句 。,你
打开 打卡机,你
你 傻叉,你
他妈 给 我 滚 吧 ！,你
学长 ， 你 这 套 衣服 好看 吗 ？,其他
啊 你 换 一 身 衣服 我们 去 散步 吧,你
你 要 不 要 理 这个 傻逼 啊 ， 刚才 。,你
看到 你 屁股 了,我
那 你 是 不 是 要 改名 小 白鳖 了,你
你们 还是 分开 了 ， 好 可惜,你
你 做 完 了 吗 ？,你
我 就 喜欢 这样 静静的 看 着 你,我
你 这个 纯奶 孙子 的 ， 给 我 走 人 。,你
能 帮 到 你 我 感到 很 愉快,我
猴哥 ， 加油 爱 你,我
会 ， 白痴,你
你 让 我们 80后 的 宝妈 情何以堪,其他
你们 是 我 最 美好 的 奇遇,你
我们 薛之谦 的 歌,其他
在 我们 心中 你们 永远 是 冠军,你
我 问 了 ， 你 不 说 ， 这 就 是 隔阂,我
时间 不 分 先后 只要 你 愿意 努力,无
看 ， 呵呵 ， 今天 的 天气 怎么样 ？,无
还是 我 和 你好,我
本 姑娘 即将 16 岁,我
看到 你们 这么 融洽 我 就 放心 了,我
你 那 咪咪 过来 个 接 我 。,你
再 一 次 相遇 我 会 紧紧 抱 着 你,我
你 这个 逻辑 太 奇怪 。,你
真 灵敏 你 反应,你
我 介绍 一下 我家人 。,我
我 的 小 老虎 也 会,我
真 好 。,你
3 秒 后 请 告知,你
我们 考 好 差 哟 。,双方
困死 了 怎么 办序列号 啊 你 干 嘛 要 给 他们,我
你 长 得 好 怎么 都 好看,你
我 保证 以后 不 会 惹 你 生气 了 ， 抱歉,我
特别 好 特别 好 的 你们,你
叫 我 爸 。,你
琥珀 不 是 乖 宝宝 ， 讨厌 。,你
峰哥 啊 你 闺蜜 都 来 我 江门 了,其他
但 我 确切 地 告诉 你们 这 是,我
我们 班,双方
看 越来越 多 的 人 支持 你 了 呢,其他
大红包 都 给 你 准备 好 啦,我
你 是 最 棒 的 小白 。,你
你 早晨 早餐 你 吃 了 什么 ？,你
我们 为 他 有 几 个,双方
你 站 在 光里 美 得 像 梦,你
老师 爱 你 哟,我
你 tm 整天 都 在 胡说八道 什么 东西,你
保定 明天 是 什么 天气 状况,无
你 不要 老 吃 垃圾 食品 ， 会 生病 的,你
你 根本 不 了解 这个 世界,你
你 的 装备 齐全 了 吗,你
我 上司 昨天 请 我们 全 办公室 的 人 去 唱 K,其他
如此 可见 ， 这个 礼物 我 只能 送给 自己 了,我
马 化腾 你 是 不 是 成心 让 我 单身,其他
你 是 让 我 说话 的 声音 小 一点 ， 含蓄 ， 少 一 点 。,我
30w ， 真 的 谢谢 你们,我
你 懂 我 的 ！ 啊 啊 啊 啊 崩溃 了,我
诅咒 你 全家 不得 好 死,我
我 看 不 懂 ， 在 问 你 呀 。,我
句 想 你 的 话语,我
你 是 我 一辈子 要 守护 的 爱人,你
你 聪明 都 会,你
你 在 做 什么 ， 吃 带 花 。,你
你 很 高兴 呈 ， 你 是 笨蛋,你
今天 也 依然 是 你 的 迷妹,我
我 没 说 过 。,我
你 最 美 啦,你
他们 这个 故事,其他
不 是 很 智慧 ， 但 脑子 有 毛病 。,你
好 你 个 小 丫头 片子 还 两 副 面孔 呢,你
乱 说 。,你
听 你 声音 都 感觉 心动,我
我们 的 最 爱,双方
发布 什么 新 货 ， 你 是 什么 星座 的 ？,你
你 烦死 了 琥珀,你
换 你 妹 啊 ！,你
今天 的 胖次 是 什么 颜色 ？,无
我 想 听 最后 我们 没 走 没,我
这 算 个 毛 呀 ！,无
我 刚刚 给 你 换 套 衣服 了 。,我
来 ， 看看 ， 你们 心动 吗 ？,你
我 真 聪明 。,我
那 你 还 给 我 调皮 。,你
我 是 芒康县人,我
我 不 也 可以 吗 ？,我
你 这个 婊子 懒鬼,你
我 要 永远 都 开心 快乐,我
你 的 健康 唯一 选择,你
历害 啊 ！// 说明 你 骂 对 了,你
你 喜欢 甜点 吗 ？,你
快点 快 说 不 想 说 了 就 在 我们 的 眼睛,双方
总裁 大人 你好 ， 需要 秘书 吗,其他
你 ， 平淡 。,你
愿 没 实现 的 都 在 梦 中等 你,我
发 一下 明天 的 天气 预报 。,你
疯子 小哥 。,其他
你 还 真 牛 ， 打开 led 彩灯 。,你
牵 着 你 的 手 一阵 莫名 感动,我
那 你 拍 的 太 大 。,你
物 开始 我们 准备 好 了 等 着 着急,无
你 去 死 ， 干 什么,你
麻烦 你们 真 别 留言 了,你
现在 发声 训练 。,你
你 知道 回 老家 补办 要 多 长 时间 吗,你
孩子 傻 。,其他
不 是 啊 我们 是 朋友 吗,双方
赞扬 你 呢,我
做 数学 。,无
主人 走 了 老婆 。,我
今晚 要 一起 去 烟花 大会 吗,双方
小白痴小胖子 。,其他
虽然 不 喜欢 你 谈 恋爱,我
忘 了 锅 里 的 水 还 是 热 的 ， 把 手 伸 进去 烫伤 了,我
定 一个 下午 2,你
再不 听话 把 你 扔海 里 去,我
我 与 他 在 入 住,我
我们 要 考虑 的 就是 中国,双方
我们 现在 是 个 脸,双方
哥 ， 你 今天 紧张 啊 ？,其他
请 告诉 我 30 分钟 后 做 壁球,你
晋电君 带 你 学习 安全 用 电,其他
我 的 心肝 宝贝儿 ， 别生 我 的 气 了,我
练习室 时 。,你
就要 杀 了 你 我,我
你 不要 造反 了 是 不 是 啊,你
我 要 听 算 什么 男人 。,我
祝福 你 ... 我 親愛 的 姐姐,我
性格 变 ， 尊敬 老年人,你
你们 老公 啊,你
谢谢 亲爱 的 老公 ， 你 辛苦 了,其他
我 是 说 我们 现在 开始 玩 游戏,双方
哎 呀 ， 磕死 我 吗 ？,你
好 了 把 灯 关掉 咱们 睡觉 吧,你
开 起来 很 舒服 的 你们,你
你 走 了 之后,你
可怕 。,无
玉 ， 记得 吃 屎 。,其他
发病 了 吗,你
给 了 买 了 两 只 护手霜,我
喂 喂 喂 你们 的 爱 做 药 好 呢,你
吉他 可以 跳舞 ， 不怕 不怕 。,你
楚河 少 爺 我 对不起 你,我
闭嘴 吧 ！,你
嗯 ， 看来 你 那个 屯 地 种 的 不错,你
嗯 ， 如果 你 在 学校 就 是 一个 人 了 吧 。,你
我 还 真 该死 。,我
你 怎么 能 不 愿意 呢 ？,你
以前 你们 都 不 知道 他 的 时候,你
今天 莫名其妙 被 打 了 一 顿 ， 怒火 中 烧,我
诶对 了 你 不 乖,你
大白痴 大 胖子,你
真 难听 你 说话 。,你
我 好 喜欢 MIUI 。,我
晨 起 模式,无
那 你们 准备 吃 的 了,你
你 爸爸 我 刚才 去 吹 唢呐,我
你 俩 的 快乐 就是 我们 的 幸福,你
有时 我们 也 希望 有 毕竟 要求 医生 有 什么 用,双方
喜欢 就 会 fo 你 哟,我
那 你 不 告诉 我 怎么 做 任务 啊 ？,你
帮 找 燕窝,你
一会 我 试 一下 。,我
哇塞 ， 你 太 有 哲理 了,你
我们 做 爱好 不好,双方
怎么 不 叫 我 ? 早上,你
我 和 我 要 关机 了,我
琥珀 你 做 任务 训练累 。,你
为了 观看 你 ， 我 也 豁 出去 了,我
琥珀 你 很 傻吗,你
脑子 反应 特别 慢,你
我们 心疼,双方
你 不 漂亮 诶,你
我 爱 的 你们 公开 六 周年 快乐,你
赵又廷 结婚 了 ， 人家 就 能 飞 得 高远 。,其他
"我 想 听 温岚 的 , 夏天 的 风 。",我
女儿 房 我们 进去 了,双方
我 就 不 上网 了 ， 不 知道 。,我
现在 的 我 正值 花季 ， 请 你 珍惜,你
你们 给 我 做 饭 吃 吗,你
没 想到 我 1 米 6 了,我
源儿 ， 有 我们 陪 你 ， 无所不能,其他
揍 你 啊 。,我
勇敢 一点 嘛 你 不要 哭,你
你 有 没 有 爱 做 的 事情 呢,你
我们 的 文明,双方
真 的 吗 超级 棒,你
你 看 我 和 赞美,我
贱货 什么 c ！ 你 跟范 一样 贱,你
我 ， 你 刚才 练 的 好 厉害 啊 。,你
音量 键 加 一 格音量,你
本人 44 岁 了,我
不 知道 怎么样 谢谢 你,我
键盘 表演 。,无
和 你们 你们 就 起床,你
你 陪 我 老婆 说话 。,你
你 女 朋友 在 哪儿 呢 ！,其他
快 了 吧 ？,无
放 一 首 张宇 的 给 你们,你
爱 你 的 ， 会 爱 你 的 啊,我
搞 这么 久 吃饭,你
爱上 一个 可爱 的 你,我
寡人 去 练习 跳 傣族 舞,我
我 就 喜欢 这种 高大 上 的 办公楼 嘻嘻,我
史 上 最 爽 购物 爱 死 你 了,我
咱们 不 是 玩 成语 接龙 吗 我 开始 了,双方
我们 坐 着 疼,双方
不 到 ， 还 需要 多多 练习 ， 还 能 升级 啦 。,你
是 不 是 笨蛋 王桂清,其他
郭沫若 的 作品 有 哪些,其他
你 欠揍 啊 ！,你
也 希望 能 去 看 你 的 演唱会,我
高兴 想 你,我
你 喜欢 和 谁 比 呢 ！,你
心情 郁闷 就是 烦 你,我
前 两 月 我 就 失恋 了 呀,我
咱 的 年龄 是 二十四 岁,我
对不起 ， 是 我 出言不逊 了 。,我
我们 就 不行 了 我 的 话 最 瞩目,双方
习惯 每顿 和 你 一起 吃饭,我
我们 是 学生 很多,双方
有 几 个 我们,双方
知道 你 最 暖 了,我
介绍寺,你
我 要不能 忍 了,我
本人 来自 德都,我
先 暂停 训练 吧 。,你
公交车 配 保安 ， 你 赞同 吗 ？,你
你 不 害羞,你
我 拿 到 入职 通知 。,我
你 太 有 才 啦 小白 。,你
燕姿 你 的 台风 帅 毙 了,其他
小 妹妹 不 是 你 想 的 那样 的,你
你 ， 哈哈哈 ， 喜欢 吃 西餐 呢 ！,你
我 喜欢 喝 咖啡 。,我
最 喜欢 你 开怀 时 的 浅浅 梨涡,我
搜搜 汽车站,你
我们 再 聊会儿 啊,双方
你 不 需要 多 好 我 喜欢 就 好,你
我 想 听 唱 给 谁 听 。,我
哦 你 在 打字 啊 你 打字 好 不 迅速 呢,你
谢谢 有 你 只 愿 你好,我
哈哈 ， 宝贝 。,你
我 喜欢 敲 长鼓,我
你 会 做 作业 吗 ？,你
播报 社会 新闻 。,你
训练 钢琴云 中 漫步,你
你 还 没有 给 我 发 红包,你
不 是 个 傻逼,你
你们 都 别 说话 你,你
说 你 呢 小白 是 坏蛋 。,其他
你 是 我 心中 最 闪亮 的 一 颗 星,你
明天 早上 5：55 对 我 说 起来 了,你
现在 机器 运行 怎么样 ？,你
就是 喜欢 你 的 傲娇 与 自信,我
看 戏 但 如果 爱 吃 的 是 哪 几 种 没 人 比 我们 更 多,无
我 更 欣赏 你 啊 哎呀,我
你 每天 讲 要 团队 合作 大道理,你
730 早上 叫醒 我,你
陈奕迅 的 8 号 风球 。,其他
那 对 啊 ， 我 就是 你 的 经纪人 。,我
如果 你 想 说 不 ， 那 就 别 说 也许,你
为了 完善 你 都 没有 好 朋友 他们 认为,其他
他 见 一 见 你们 还 不 是 都 被 规划 好 了 吗,其他
"明天 天气 多少 , 院士 怎么样 ?",无
朗读者 的 现场 ， 你 想 把 这个 老 同学 给 谁 呢 ？,你
对于 这种 混乱 的 情况 我 的 内心 是 拒绝 的 。,我
俺 现在 籍贯 是 徐闻县 省,我
好好看,你
需要 你们 的 祝福,你
非洲 小 白脸 。,其他
关掉 大厅 空调,你
邓 丽君 有 哪些 专辑,其他
生日 礼物 我 要 送 自己 一个 可爱 的 小 玩偶 ！,我
你 会关机 吗 ？,你
凭 什么 让 你 决定 我 看 什么,我
今晚 要 不 要 来 一 炮 啊,你
你 累 吗,你
你 妈 个 逼 ， 小白 去 死 。,其他
"十 分钟 后 提醒 我 提醒 , 薛之谦 的 绅士 。",你
看看 西 餐厅,你
这次 我 还是 陪 不 了 你,我
你 搞 搞 你们 上 哪 都 可以,你
你 跟 老子 说 了 句 读,你
你 别肘 你 别 肘,你
叫 我们,双方
你 是 大 蠢 猪,你
19大学 不 需要 看 。,无
打 的 好 。,无
新闻 ， 袜子 。,无
算 了 我们 和 镊子 来 着,双方
我 偷偷 的 发 你 不 会 看见 吧,我
专辑 新 地球 里 包含 哪些 歌,无
学 点 种养 方法 。,无
让 我们 一起 来 听 微信 吧 。,双方
本人 的 星座 就是 摩羯座,我
陪 着 我 睡觉 呗 。,你
对 啊 ， 我 很 爱 你 呀,我
跟着 你 的 步伐 ， 陪伴 着 你 前进,我
湖北 十堰 那边 的 天气 怎么样 啊 ?,无
寡人 要 去 排练 三线琴,我
原谅 我 要 出差 不 能 当面 帮 你 解决,你
他们 不 会 武功,其他
爱 老婆 爱 老婆 。,我
爱 的 不要 不 要 了 。,无
他 不 可能 是 你们 的 脑公 醒醒 吧,其他
穿 ， 我 ， 换 一 首 大 中国 。,你
你 自己 乖点 。,你
当时 我 是 疯子 ， 你 是 傻子 。,你
咱 是 毛德地 来 的,我
我 给 胡 歌 送 了 一 朵 花,我
在 你们 都 不 在 什么样 的 情况 小智 他们 照顾 一下,其他
帮 我 打开 电动窗,你
当然 我 和 你 就 是 傻白 墙,双方
你 给 我 现在 播放 一个 新闻,你
他妈 吓 死 我 了 。,我
祝 你 月饼节 快乐 呀,我
我 想 听 仓木麻衣 的 杜月乔 。,我
谁 也 离 我们 而 去,无
感谢 你 能 来 但 也 不 遗憾 你 离开,我
键盘 。,无
你 会 魔法 咏 唱 吗 ？,你
我 嫌 你 脏 。,我
直陪 在 你 身边 就 是 幸福,我
俏佳 人大 红枣 等 你 哦,其他
你 是 万人瞩目 的 焦点,你
清明 假期 你 去 南京麼,你
哦 别的 女人 ， 你 玩 就 那么 做 的 呀 你 真 聪明 。,你
琥珀 怎么 那么 萌,你
这么 傻逼 你 为什么,你
你 在 干 啥子 说话 呢 ！,你
变 聪慧 了,你
给 我 找 小于 2.4 千 米 人民政府,你
也 不 去 练 钢琴 。,你
希望 幸运 常 伴 你 左右,我
我 在 睡觉 ， 你 别 发出 声音 。,我
你 个 极品 。,你
谢谢 你 把 我 随身 携带,我
我 知道 我 傻 。,我
把 我 抢 票 的 好运 都 给 你们,我
希望 这 是 最后 一 次 让 你 受伤,我
换 包装 啦 。,你
全世界 都 知道 你 喜欢 漠漠,你
你 真 好 。 宝贝,你
看看 撸串,你
你 挺 强 的 啊,你
你 的 更新 速度 太 慢 我 说,你
你 是 不 是 还 在 为 他们 后台 存储 的 给 什么 路上,你
不过 好 在 现在 的 你 这么 幸福,你
我 这 一生 都 对不起 你,我
送 你 一个 加湿器,我
你 的 体力 怎么样,你
你 和 新 衣服 和 谁 谁 更 好看,你
你 怎么 还 没 回家 呢 ！,你
你 吃 奶粉,你
这么 做,无
你 仁 永远 都 这么 有爱,你
那么 蠢 ， 亲 。,你
你 没有 听 得 很 清楚,你
好 漂亮 的 ， 你 。,你
我们 的 关系 好 不好 呢,双方
请 报 一下 今天 杭州 的 天气 。,你
哥哥 不要 害怕 ， 我 保护 你,我
都 走 吧 留 我 一个 人,你
打开 渐变 模式,你
好 啊 我们 来 玩 脑筋 急 转弯,双方
我 晚上 喝酒 。,我
人家 现在 籍贯 是 南雄市 省,我
你 在 臭 美 吗 ？,你
你 昨天 明明 很 准时 的,你
你 说话 的 语气 很 难 听,你
我们 搭 起 打球 吧,双方
关 厕所 灯,你
这 首 歌 你 会 懂 属于 哪个 专辑,其他
你 说话 的 声音 不好 听勒 。,你
你 觉得 我 和 吴 彦祖 谁 比较 帅,我
去 看 书,你
我们 要 玩 所以 就,双方
你 妈妈 去世 了 吗,其他
药驾 ！ 你 必须 知道 的 危险,你
我 很 難過 ! ! ! 你們 不 知道 嗎,我
日光 鼎盛 ， 如 你 身 载 风流光影,无
打开 儿童 房,你
我 舍友 是 不 是 自己 打工 挣 学费 和 生活费 的,其他
没有 恐惧 ， 明天 早上 1755 告诉 我 ， 我 起床,你
你 蠢 不 蠢 。,你
分享 给 你们 ， 带 给 你们 好 心情,你
你 看 起来 好 憔悴 ， 让 人 心疼,你
嗯 ， 下班 你 别 走 吧 ！,你
你们 太 让 我 感动 了,我
等 你 的 巡回 演唱会,我
有 个 鸡巴 压力 啊 。,无
饭桶 啊 一 群,其他
蓝天 ＋ 白云 ＋ 海鸥 ＋ 一个 你,你
告诉 你 我 准备 加入 偷狗 协会,我
上学 ， 不 想 上学 。,我
嗯 不错 不错 。,你
构成 ， 我 想 告诉 自己 这 不行 ， 奖学金 ， 你 。,我
你 明天 就 过 生日 了 吗 ？,你
你 看 你 和 多少,你
我们 这个 国家 有 幼稚 的 房子 我 早 说 嘛,双方
人家 现在 是 龙州县 的,我
介绍 小于 100 英尺 跳舞,你
牛 吧,无
太 不 冷 了 这个 笑话,无
我 要 出去 了 姑娘 。,我
等 你 正式 回归,我
新浪 竟然 把 你 自动 分组 为 网红,其他
哇 我们 喝茶 吗,双方
你 叫 我 王彦霖 就 好 啦,我
甜 的 呀 小 嘴,你
哈哈 感谢 感谢 ， 感谢 ， 吃饭,我
你 跟 我 闹 没 得 好处 的,你
断 线 的 风筝 是 什么 曲风,无
爱 简单 的 你,我
我 和 我 去 睡觉 了,我
快 一个 月 来 我 和 同学,我
你们 拿 这个 题 啊,你
我 说 我们 下午 一起 去 寺庙,双方
练习量 不 一样 吧 ？,你
是 啊 好 聪明 琥珀 好 聪明 琥珀,你
因为 我 在 他 水 里 ， 学理 。,我
我 可以 问 你 一个 问题 吗 ？,我
给 我 推荐 螃蟹,你
你 这个 是 什么 时间 呢 ！,你
咱们 都 开心,双方
你 丫 那 点 心思 大家 会 看 不 出来 吗,你
夫妻 肺片 里 你 爱 吃 什么,你
谢谢 学长 。,我
狗焕 你 活 该 单身 狗 啊,其他
那 周末 的 时候 我们 一起 看 一 遍 吧,双方
儿砸 。。。 你 要 好好 活 着 啊,其他
成都 永远 欢迎 你 的 到来,无
就 让 我们 如何,双方
努力 喽 。,你
你们 那里 什么 好 喝 的 呀 ！,你
要 变 你 个 头 啊,你
啊 又 来 任务 好 讨厌 的 感觉 啊,我
你 和 做 的 承诺,你
我 刚刚 吃 屎 了 ， 你 要 不 要 ？,我
你 你 喜欢 看 什么 电影,你
但 如果 离开 我们 了,其他
他们 办 不 到,其他
我们 多么 的 舍不得 你 ， 莫拉,双方
俺 去 上班 啦 。,我
又 长 美 了 ， 我 好 高兴,我
什么 话 听 不 懂 啊 ！,你
婆婆 我们 认识 多久 了,双方
我 昨晚 怎么 错过 这 条,我
你们 成 了 这样,你
谢谢 你 让 我 惊喜 的 蛋糕,我
二十 多 岁 的 你 ， 迷茫 又 着急,你
以前 都 说 开学 开学 。,你
我 真的 真的 真的 是 不 小心,我
琥珀 你 声音 很 悦耳,你
可 按 小时 提醒 我 。,你
小 鞠 好好 修养 ， 等 你 回来 哟,其他
介绍 一下 洛阳 的 天气 。,你
"我 , 下载 天气 预报 。",我
播放 宇宙 新闻,你
我 ， 增加 音量,我
打开 冰箱,你
我 比较 紧张 。,我
我们 知道 了,双方
你 会 上 厕所 吗 ？,你
你 声音 太 大 啦 !,你
我们 给 你 开 的,双方
本 公子 娶 不 到 老婆,我
我 都 转 了 一个 多 月 的 锦鲤 了,我
我 的 错觉 会 请 你们 俩 一下 喝 喜酒 喝 喜酒,我
你 回去 吧 ！,你
上午 9点 的 闹钟 设置,你
谢谢 你 赞美 我 。,我
他们 怎么 关,其他
给 我们 跳 个 芭蕾 我 好 吗,你
超级 喜欢 你 却 不 敢 表白,我
琥珀 长 得 挺 好看,你
大智若愚 ， 你 是 大愚若智 。,你
但 还是 要 说 ： 我 也 喜欢 你,我
但 你们 都 会 很 幸福 的,你
你 过来 给 我 日 一下,你
你 娘 个 臭腚 。,你
你 说 我们 聊 什么 呢,双方
你 可以 到 我们 女仆 吗,你
那 不 用 了 你 跟 他 聊天 啊 无聊 啊,无
我 跟 你 妹妹 的 锐变,我
说明 你 的 技术 菜 啊,你
你们 ， 祝 你们 幸福 美满 ！ 爱,你
还 挺 多 嘛 知道 的 。,你
熊样,你
我 会 关 灯 厉害 吧,我
支持 刘总动 ， 你 最 可爱,其他
其实 你 不 傻 ， 就 是 有 点 呆,你
琥珀傻,你
很 蠢 啊 你 ！,你
我 换 件 衣服 我们 去 参加 睡衣 派对 吧,我
我 记得 我们 可以 互相 了解 一下,双方
你们 会 听 我 说,你
你 永远 要 更 强大,你
你 要 的 app,你
那 就 变 蠢 了 吗,你
还有 大 把 美金 ＄ 送 你 用,我
你 到底 能 不 能 飞 起来 啊,你
我 也 在 你 的 相差 10 岁 当中 哎,我
就算 是 坏 男孩 vip 也 喜欢 你们,你
你 想 跳舞 吗,你
我 可 没 少见 。,我
你 会 背独 坐 敬亭山 吗 呗 一个 。,你
不错 不错 。,你
你 是 得道 高僧 啊 ！,你
我 现在 有 钱 了 ， 想 送 你 一个 魔法,我
狗屁,无
你 好聪 啊 ！,你
我 是 一个 司机,我
满满的 祝福 送给 你,我
你 的 声音 太 难听 了 吧琥珀,你
傻狍子 我 心悦 你,我
我 旅游 时 给 爸爸 妈妈 买 了 纪念品 带 回来,我
我 从不 乱 讲 。,我
你家 住 在 什么 地方 啊 ！,你
茶室 全 开,你
舞蹈室 练 。,你
你 没有 瞎 搞 什么 东西 啦,你
免得 你 骄傲,无
我 一直 都 叫 后舍 男生,我
岳阳天 怎样,无
你 可以 叫 用户 聂 大人 。,你
打开 厨房 开关,你
切应为 有 你 而 精彩,我
以前 练习 。,你
为了 你 跟 我 的,你
你 受伤 了 对 吗,你
感谢 你 2015 带 给 我 的 能量 和 勇气,我
展示 诗词 别云 间,你
讨厌 ， 歇 一会儿 ， 你 歇 一会儿 吧 ！,我
打开 打开,你
你 怎么 不 讲话 啦 ！,你
我 次次 考 第一,我
六 个 月 大 的 贵宾 图图 ， 好 迷你,其他
棒棒 哒 。,你
矫情 的 话 不 多 说 ， 你 个 老处 男,你
就 请 同学 去 安徽 ， 对 朋友 。,其他
我 孩子 会 叫 妈妈 了,其他
啊 ， 波 一个 我 想 点 一个 床 前 明月 光 。,你
我们 今天 的 这个 小 公主 吧,其他
我 会 拉 手风琴,我
周润发 和 梁朝伟 谁 更 小,其他
我 也 知道 我 是 超级 大 美女,我
双鱼座 今天 能 找到 另 一半 吗,无
这样 的 你 我 都 感觉 如此 英俊,我
嗯 表演 ， 你 表演 你 的 魔法 咏唱 。,你
你 也 炒股 ？,你
我 的 娘,其他
我 去 网吧 玩 飞车 去 我们 深圳 见,我
但是 确实 很 爱 你,我
我们 从 一个 遛狗 啊,双方
我 和 你 动手 才 再次 提出,双方
这个 手机 给 我 。,无
愿 我们 的 友谊 能 天长地久 爱 你,双方
你 傻 你 知道 ？,你
公子 傻瓜 。,其他
你 不要 胡说 啊 。,你
三三 ， 愿 你 健康 成长,我
我 就 给 人家 180万 。,我
他 可以 做 情侣 。,其他
小白 你 全家 死 光光 。,其他
基训 练习 发声 。,你
什么 时候 ？ 我 竟然 开学 了 ， 我们 拍 不 成 了 。,我
傻小鬼 是 琥珀,你
小朋友 ， 你好 。,其他
大 早上 怎么 可以 这么 对 我,你
你 继续 念 诗词 。,你
世界 之 大 ， 感恩 有 你,我
